nama_upt,jenis_upt,provinsi,kanwil,latitude,longitude,coordinate_quality,aktif,catatan_verifikasi
Lapas Kelas IIA Banda Aceh,Lapas,Aceh,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sidenreng Rapang,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sinjai,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Watansoppeng,Rutan,Sulawesi Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Palu,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Ampana,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Luwuk,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Toli-Toli,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Kolonedale,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Leok,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Parigi,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Palu,Lapas,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Palu,Rutan,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Donggala,Rutan,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Poso,Rutan,Sulawesi Tengah,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Baubau,Lapas,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Kendari,Lapas,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas III Kendari,Lapas,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Kendari,Rutan,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kolaka,Rutan,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Raha,Rutan,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Unaaha,Rutan,Sulawesi Tenggara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Manado,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Bitung,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tahuna,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tondano,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Ulu Siau,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Amurang,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Enemawira,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Lirung,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Tagulandang,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Tamako,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIB Manado,Lapas,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIA Manado,Rutan,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kotamobagu,Rutan,Sulawesi Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Bukittinggi,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Padang,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Lubuk Basung,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Muara Sijunjung,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Pariaman,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Payakumbuh,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Solok,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Alahan Panjang,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Dharmasraya,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Suliki,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Talu,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas III Sawahlunto,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIB Padang,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Terbuka Kelas IIB Pasaman,Lapas,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Batusangkar,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Lubuk Sikaping,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Maninjau,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Muara Labuh,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Padang,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Padang Panjang,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Painan,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sawahlunto,Rutan,Sumatera Barat,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas I Palembang,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Banyuasin,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Lahat,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Lubuk Linggau,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Tanjung Raja,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Empat Lawang,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Kayu Agung,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Martapura,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Muara Dua,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Muara Enim,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Sekayu,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Pagar Alam,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Sarolangun Rawas,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Muara Beliti,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIB Banyuasin,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Palembang,Lapas,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Palembang,Rutan,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Baturaja,Rutan,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Prabumulih,Rutan,Sumatera Selatan,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas I Medan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Binjai,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Labuhan Ruku,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Pancur Batu,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Pematang Siantar,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Rantau Prapat,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIA Sibolga,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Gunung Sitoli,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Lubuk Pakam,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Padang Sidempuan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Panyabungan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Siborong-Borong,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tanjung Balai Asahan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas IIB Tebing Tinggi Deli,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Barus,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Gunung Tua,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Kota Pinang,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Kotanopan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Labuhan Bilik,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Pangururan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Kelas III Teluk Dalam,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Langkat,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Narkotika Kelas IIA Pematang Siantar,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Pemuda Kelas III Langkat,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Lapas Perempuan Kelas IIA Medan,Lapas,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Labuhan Deli,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas I Medan,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Balige,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Humbang Hasundutan,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Kabanjahe,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Natal,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Pangkalan Brandan,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sibuhuan,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sidikalang,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Sipirok,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tanjung Pura,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Kelas IIB Tarutung,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
Rutan Perempuan Kelas IIA Medan,Rutan,Sumatera Utara,,,,,True,Provinsi bersumber dari daftar lama; verifikasi sebelum penggunaan resmi.
